x,y,z,label,img_path
-1.0594689,3.3428059,4.023979,Real-gene0,data/samples_umap/real/gene_0/gene0_1018_AF_B-2_0.png
-1.6519045,1.3356048,4.2561054,Real-gene0,data/samples_umap/real/gene_0/gene0_0887_AF_B-0_0.png
-1.3076135,0.2954219,4.965284,Real-gene0,data/samples_umap/real/gene_0/gene0_0623_AF_B-0_0.png
-1.6529967,2.1452777,4.2815924,Real-gene0,data/samples_umap/real/gene_0/gene0_0814_AF_B-1_0.png
-1.4069924,3.5924273,4.4285665,Real-gene0,data/samples_umap/real/gene_0/gene0_0620_AF_B-0_0.png
-1.1934351,10.221068,3.6625457,Real-gene0,data/samples_umap/real/gene_0/gene0_1313_AF_B-0_0.png
-1.9027939,6.6904845,3.5531168,Real-gene0,data/samples_umap/real/gene_0/gene0_1513_AF_B-1_0.png
-1.2102727,7.4162316,4.3991294,Real-gene0,data/samples_umap/real/gene_0/gene0_1872_AF_B-0_0.png
-1.9023238,7.4283333,4.761774,Real-gene0,data/samples_umap/real/gene_0/gene0_1411_AF_B-1_0.png
-1.2326134,7.029124,4.205235,Real-gene0,data/samples_umap/real/gene_0/gene0_0472_AF_B-0_0.png
-1.0692128,10.74344,3.5738845,Real-gene0,data/samples_umap/real/gene_0/gene0_1105_AF_B-0_0.png
-1.8864479,9.204466,4.0126414,Real-gene0,data/samples_umap/real/gene_0/gene0_1409_AF_B-0_0.png
-1.5808818,4.325832,4.067617,Real-gene0,data/samples_umap/real/gene_0/gene0_0219_AF_B-0_0.png
-1.6331995,4.724442,4.146118,Real-gene0,data/samples_umap/real/gene_0/gene0_0424_AF_B-1_0.png
-1.4181645,2.430628,4.624999,Real-gene0,data/samples_umap/real/gene_0/gene0_0942_AF_B-0_0.png
-2.034847,4.790669,3.9953253,Real-gene0,data/samples_umap/real/gene_0/gene0_0963_AF_B-0_0.png
-1.4414914,0.83267164,4.84629,Real-gene0,data/samples_umap/real/gene_0/gene0_1400_AF_B-3_0.png
-2.4414742,10.489882,3.3515866,Real-gene0,data/samples_umap/real/gene_0/gene0_0062_AF_B-0_0.png
-1.2368416,3.2401686,4.5994515,Real-gene0,data/samples_umap/real/gene_0/gene0_0374_AF_B-0_0.png
-1.5133622,6.7737255,4.690242,Real-gene0,data/samples_umap/real/gene_0/gene0_0030_AF_B-0_0.png
-1.4715239,4.4643817,3.7122838,Real-gene0,data/samples_umap/real/gene_0/gene0_0083_AF_B-0_0.png
-0.8188129,6.250159,3.8442893,Real-gene0,data/samples_umap/real/gene_0/gene0_1283_AF_B-1_0.png
-2.1627815,7.78757,4.619329,Real-gene0,data/samples_umap/real/gene_0/gene0_1792_AF_B-0_0.png
-0.8482268,10.836218,4.2630625,Real-gene0,data/samples_umap/real/gene_0/gene0_1774_AF_B-0_0.png
-1.9446198,10.508051,4.4973316,Real-gene0,data/samples_umap/real/gene_0/gene0_1383_AF_B-0_0.png
-1.3679489,3.4870327,4.39661,Real-gene0,data/samples_umap/real/gene_0/gene0_1393_AF_B-0_0.png
-0.7271034,6.535483,3.2238123,Real-gene0,data/samples_umap/real/gene_0/gene0_0858_AF_B-1_0.png
-2.3109553,8.768713,4.131308,Real-gene0,data/samples_umap/real/gene_0/gene0_0597_AF_B-0_0.png
-0.7793647,6.3991027,3.3746264,Real-gene0,data/samples_umap/real/gene_0/gene0_0231_AF_B-0_0.png
-1.4109653,1.2749012,5.0542097,Real-gene0,data/samples_umap/real/gene_0/gene0_1092_AF_B-0_0.png
-2.3531702,10.453267,3.1646872,Real-gene0,data/samples_umap/real/gene_0/gene0_1676_AF_B-0_0.png
-2.5814788,10.604999,3.9312444,Real-gene0,data/samples_umap/real/gene_0/gene0_1030_AF_B-0_0.png
-1.6595078,0.879992,4.5802712,Real-gene0,data/samples_umap/real/gene_0/gene0_0718_AF_B-0_0.png
-1.2084172,4.0738983,3.8762963,Real-gene0,data/samples_umap/real/gene_0/gene0_0026_AF_B-0_0.png
-1.4663758,1.1154187,4.209187,Real-gene0,data/samples_umap/real/gene_0/gene0_0158_AF_B-0_0.png
-2.0194514,6.8339925,4.7722135,Real-gene0,data/samples_umap/real/gene_0/gene0_1373_AF_B-0_0.png
-1.3512573,2.591776,4.527665,Real-gene0,data/samples_umap/real/gene_0/gene0_0464_AF_B-1_0.png
-1.3968729,2.6896687,4.159822,Real-gene0,data/samples_umap/real/gene_0/gene0_0818_AF_B-1_0.png
-1.3149961,0.3156642,5.0015607,Real-gene0,data/samples_umap/real/gene_0/gene0_0287_AF_B-0_0.png
-1.6742903,2.1207936,4.753263,Real-gene0,data/samples_umap/real/gene_0/gene0_0909_AF_B-2_0.png
-1.4730016,0.82415515,4.8194284,Real-gene0,data/samples_umap/real/gene_0/gene0_1406_AF_B-0_0.png
-1.017759,10.813635,3.5514235,Real-gene0,data/samples_umap/real/gene_0/gene0_1106_AF_B-1_0.png
-1.6960094,1.1588668,4.4982915,Real-gene0,data/samples_umap/real/gene_0/gene0_0106_AF_B-0_0.png
-1.8226876,4.6713877,4.413367,Real-gene0,data/samples_umap/real/gene_0/gene0_1416_AF_B-0_0.png
-0.8531753,6.3114862,3.3449,Real-gene0,data/samples_umap/real/gene_0/gene0_1332_AF_B-0_0.png
-1.8123693,5.4258857,4.1956987,Real-gene0,data/samples_umap/real/gene_0/gene0_1818_AF_B-0_0.png
-0.6570859,6.0607734,3.9191012,Real-gene0,data/samples_umap/real/gene_0/gene0_1388_AF_B-1_0.png
-1.5700533,4.4073377,3.8493338,Real-gene0,data/samples_umap/real/gene_0/gene0_1477_AF_B-0_0.png
-1.3195735,2.4658363,4.391668,Real-gene0,data/samples_umap/real/gene_0/gene0_1025_AF_B-0_0.png
-1.074735,3.2917712,3.9726896,Real-gene0,data/samples_umap/real/gene_0/gene0_0570_AF_B-0_0.png
-1.7868266,4.365288,4.024129,Real-gene0,data/samples_umap/real/gene_0/gene0_0521_AF_B-0_0.png
-1.4163445,7.0267158,4.7567816,Real-gene0,data/samples_umap/real/gene_0/gene0_0049_AF_B-0_0.png
-1.6328503,0.08684971,4.7241116,Real-gene0,data/samples_umap/real/gene_0/gene0_0754_AF_B-0_0.png
-1.1842796,10.498757,3.4676027,Real-gene0,data/samples_umap/real/gene_0/gene0_1310_AF_B-0_0.png
-2.3995497,9.160724,4.1228714,Real-gene0,data/samples_umap/real/gene_0/gene0_0502_AF_B-0_0.png
-1.3442883,5.9118805,4.0588818,Real-gene0,data/samples_umap/real/gene_0/gene0_0784_AF_B-0_0.png
-1.5608777,3.7177746,3.9279625,Real-gene0,data/samples_umap/real/gene_0/gene0_0432_AF_B-1_0.png
-1.5352619,9.799636,4.8023806,Real-gene0,data/samples_umap/real/gene_0/gene0_1061_AF_B-2_0.png
-0.8846779,10.309559,3.6244123,Real-gene0,data/samples_umap/real/gene_0/gene0_1783_AF_B-0_0.png
-2.3134558,10.045117,3.1591685,Real-gene0,data/samples_umap/real/gene_0/gene0_0071_AF_B-0_0.png
-1.2519454,4.098693,3.837584,Real-gene0,data/samples_umap/real/gene_0/gene0_0029_AF_B-0_0.png
-1.766708,3.186124,4.2145014,Real-gene0,data/samples_umap/real/gene_0/gene0_0497_AF_B-0_0.png
-1.7729812,4.0029044,4.1674595,Real-gene0,data/samples_umap/real/gene_0/gene0_0959_AF_B-0_0.png
