x,y,label,img_path
3.9898598,2.4436898,Real-gene0,data/samples_umap/real/gene_0/gene0_1018_AF_B-2_0.png
5.1536365,3.633929,Real-gene0,data/samples_umap/real/gene_0/gene0_0887_AF_B-0_0.png
7.0310106,4.826598,Real-gene0,data/samples_umap/real/gene_0/gene0_0623_AF_B-0_0.png
5.146397,4.231027,Real-gene0,data/samples_umap/real/gene_0/gene0_0814_AF_B-1_0.png
4.0253396,2.7581968,Real-gene0,data/samples_umap/real/gene_0/gene0_0620_AF_B-0_0.png
0.2840912,2.0950575,Real-gene0,data/samples_umap/real/gene_0/gene0_1313_AF_B-0_0.png
3.7683375,4.192415,Real-gene0,data/samples_umap/real/gene_0/gene0_1513_AF_B-1_0.png
1.3238429,2.941773,Real-gene0,data/samples_umap/real/gene_0/gene0_1872_AF_B-0_0.png
2.1878352,3.735039,Real-gene0,data/samples_umap/real/gene_0/gene0_1411_AF_B-1_0.png
2.656207,2.5771527,Real-gene0,data/samples_umap/real/gene_0/gene0_0472_AF_B-0_0.png
-0.61282456,1.5432246,Real-gene0,data/samples_umap/real/gene_0/gene0_1105_AF_B-0_0.png
1.0342749,2.2082722,Real-gene0,data/samples_umap/real/gene_0/gene0_1409_AF_B-0_0.png
3.5973077,4.373533,Real-gene0,data/samples_umap/real/gene_0/gene0_0219_AF_B-0_0.png
3.8457408,4.266014,Real-gene0,data/samples_umap/real/gene_0/gene0_0424_AF_B-1_0.png
4.396061,3.2288384,Real-gene0,data/samples_umap/real/gene_0/gene0_0942_AF_B-0_0.png
3.3494139,4.23923,Real-gene0,data/samples_umap/real/gene_0/gene0_0963_AF_B-0_0.png
6.2974577,4.549281,Real-gene0,data/samples_umap/real/gene_0/gene0_1400_AF_B-3_0.png
0.36599147,1.599248,Real-gene0,data/samples_umap/real/gene_0/gene0_0062_AF_B-0_0.png
4.1509676,3.042816,Real-gene0,data/samples_umap/real/gene_0/gene0_0374_AF_B-0_0.png
2.354741,3.48583,Real-gene0,data/samples_umap/real/gene_0/gene0_0030_AF_B-0_0.png
5.194612,4.271141,Real-gene0,data/samples_umap/real/gene_0/gene0_0083_AF_B-0_0.png
2.302385,1.4788697,Real-gene0,data/samples_umap/real/gene_0/gene0_1283_AF_B-1_0.png
1.20081,3.0904806,Real-gene0,data/samples_umap/real/gene_0/gene0_1792_AF_B-0_0.png
0.70258844,2.0456772,Real-gene0,data/samples_umap/real/gene_0/gene0_1774_AF_B-0_0.png
0.25637236,1.2604709,Real-gene0,data/samples_umap/real/gene_0/gene0_1383_AF_B-0_0.png
4.0697627,4.265865,Real-gene0,data/samples_umap/real/gene_0/gene0_1393_AF_B-0_0.png
1.8329852,1.2942367,Real-gene0,data/samples_umap/real/gene_0/gene0_0858_AF_B-1_0.png
1.4840163,3.4121435,Real-gene0,data/samples_umap/real/gene_0/gene0_0597_AF_B-0_0.png
1.88722,1.1131161,Real-gene0,data/samples_umap/real/gene_0/gene0_0231_AF_B-0_0.png
3.907732,4.2956166,Real-gene0,data/samples_umap/real/gene_0/gene0_1092_AF_B-0_0.png
-0.83681047,2.1646361,Real-gene0,data/samples_umap/real/gene_0/gene0_1676_AF_B-0_0.png
0.69052213,1.9499651,Real-gene0,data/samples_umap/real/gene_0/gene0_1030_AF_B-0_0.png
6.8119636,4.4087133,Real-gene0,data/samples_umap/real/gene_0/gene0_0718_AF_B-0_0.png
3.5621974,2.1586869,Real-gene0,data/samples_umap/real/gene_0/gene0_0026_AF_B-0_0.png
7.3694863,3.6199322,Real-gene0,data/samples_umap/real/gene_0/gene0_0158_AF_B-0_0.png
2.2588532,2.923863,Real-gene0,data/samples_umap/real/gene_0/gene0_1373_AF_B-0_0.png
5.9581747,3.9989667,Real-gene0,data/samples_umap/real/gene_0/gene0_0464_AF_B-1_0.png
5.7432466,3.9403315,Real-gene0,data/samples_umap/real/gene_0/gene0_0818_AF_B-1_0.png
7.423672,4.690375,Real-gene0,data/samples_umap/real/gene_0/gene0_0287_AF_B-0_0.png
3.7015555,4.2683706,Real-gene0,data/samples_umap/real/gene_0/gene0_0909_AF_B-2_0.png
6.2687483,4.650156,Real-gene0,data/samples_umap/real/gene_0/gene0_1406_AF_B-0_0.png
-0.60556537,1.582525,Real-gene0,data/samples_umap/real/gene_0/gene0_1106_AF_B-1_0.png
6.6756988,4.469733,Real-gene0,data/samples_umap/real/gene_0/gene0_0106_AF_B-0_0.png
2.679349,3.5270636,Real-gene0,data/samples_umap/real/gene_0/gene0_1416_AF_B-0_0.png
2.7809072,1.3710383,Real-gene0,data/samples_umap/real/gene_0/gene0_1332_AF_B-0_0.png
2.9939811,3.7264118,Real-gene0,data/samples_umap/real/gene_0/gene0_1818_AF_B-0_0.png
2.5185704,1.9114517,Real-gene0,data/samples_umap/real/gene_0/gene0_1388_AF_B-1_0.png
5.004612,3.2447455,Real-gene0,data/samples_umap/real/gene_0/gene0_1477_AF_B-0_0.png
4.6783757,3.1941748,Real-gene0,data/samples_umap/real/gene_0/gene0_1025_AF_B-0_0.png
8.713308,0.8607827,Real-gene0,data/samples_umap/real/gene_0/gene0_0570_AF_B-0_0.png
4.1645155,4.1586165,Real-gene0,data/samples_umap/real/gene_0/gene0_0521_AF_B-0_0.png
2.317882,3.4053314,Real-gene0,data/samples_umap/real/gene_0/gene0_0049_AF_B-0_0.png
7.1725125,4.9343667,Real-gene0,data/samples_umap/real/gene_0/gene0_0754_AF_B-0_0.png
0.6142145,2.269936,Real-gene0,data/samples_umap/real/gene_0/gene0_1310_AF_B-0_0.png
1.0830488,2.9553556,Real-gene0,data/samples_umap/real/gene_0/gene0_0502_AF_B-0_0.png
3.4437292,3.6330295,Real-gene0,data/samples_umap/real/gene_0/gene0_0784_AF_B-0_0.png
